id;anbieter;kurzbeschreibung_des_angebotes;website;zeitliche_begrenzung;preis;bezirk;schlagworte;services
1006;Eisbären Berlin;10% Ermäßigung auf den Normalpreis für Erwachsene / 50% Ermäßigung für Jugendliche für Spiele der Kategorie 3 und 2 bei Eishockey Heimspielen.;www.eisbaeren.de;Coronabedingt für 2021 kein Angebot;-;Friedrichshain-Kreuzberg;Sport & Spiel, Familie;Sport & Health
1006;Eisbären Berlin;10% Ermäßigung auf den Normalpreis für Erwachsene / 50% Ermäßigung für Jugendliche für Spiele der Kategorie 3 und 2 bei Eishockey Heimspielen.;www.eisbaeren.de;Coronabedingt für 2021 kein Angebot;-;Friedrichshain-Kreuzberg;Sport & Spiel, Familie;Family Care & Support
1000;Eissporthalle Charlottenburg;NA;www.berlin.de/orte/eisbahnen;-;1,60 Euro;Charlottenburg-Wilmersdorf;Sport & Spiel, Familie;Sport & Health
1000;Eissporthalle Charlottenburg;NA;www.berlin.de/orte/eisbahnen;-;1,60 Euro;Charlottenburg-Wilmersdorf;Sport & Spiel, Familie;Family Care & Support
1018;Eisstadion Neukölln;ermäßigter Eintritt;www.sport-in-neukoelln.de;-;1,60 Euro;Neukölln;Sport & Spiel, Familie;Sport & Health
1018;Eisstadion Neukölln;ermäßigter Eintritt;www.sport-in-neukoelln.de;-;1,60 Euro;Neukölln;Sport & Spiel, Familie;Family Care & Support
457;Energie-Museum Berlin;freier Eintritt | Führungen sind obligatorisch und müssen per E-Mail verabredet werden.;www.energie-museum.de;-;freier Eintritt;Steglitz-Zehlendorf;Kultur, Museum & Ausstellung, Bildung, Geschichte, Technik;Work & Education
457;Energie-Museum Berlin;freier Eintritt | Führungen sind obligatorisch und müssen per E-Mail verabredet werden.;www.energie-museum.de;-;freier Eintritt;Steglitz-Zehlendorf;Kultur, Museum & Ausstellung, Bildung, Geschichte, Technik;Cultural Activities & Free Time Activities
1015;Erika-Heß-Eisstadion Wedding;ermäßigter Eintritt;www.berlin.de/orte/eisbahnen;-;1,60 Euro;Mitte;Sport & Spiel, Familie;Sport & Health
1015;Erika-Heß-Eisstadion Wedding;ermäßigter Eintritt;www.berlin.de/orte/eisbahnen;-;1,60 Euro;Mitte;Sport & Spiel, Familie;Family Care & Support
460;Erinnerungsstätte Notaufnahmelager Marienfelde;freier Eintritt;www.notaufnahmelager-berlin.de;ab 19.6.2020 Freitag bis Sonntag 11-17 Uhr;freier Eintritt;Tempelhof-Schöneberg;Kultur, Museum & Ausstellung, Bildung, Geschichte;Work & Education
460;Erinnerungsstätte Notaufnahmelager Marienfelde;freier Eintritt;www.notaufnahmelager-berlin.de;ab 19.6.2020 Freitag bis Sonntag 11-17 Uhr;freier Eintritt;Tempelhof-Schöneberg;Kultur, Museum & Ausstellung, Bildung, Geschichte;Cultural Activities & Free Time Activities
187;Eva-Lichtspiele;ermäßigter Eintritt;www.eva-lichtspiele.de;-;5 Euro;Charlottenburg-Wilmersdorf;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
187;Eva-Lichtspiele;ermäßigter Eintritt;www.eva-lichtspiele.de;-;5 Euro;Charlottenburg-Wilmersdorf;Kino, Kultur, Familie;Work & Education
187;Eva-Lichtspiele;ermäßigter Eintritt;www.eva-lichtspiele.de;-;5 Euro;Charlottenburg-Wilmersdorf;Kino, Kultur, Familie;Family Care & Support
115;Familienfez im FEZ-Berlin;Ermäßigter Eintritt für viele Familienaktionen. Berlinpass-Inhaber*innen bitte an der Kasse melden.;www.familienfez.fez-berlin.de;je nach Programm;siehe Homepage;Treptow-Köpenick;Familie, Sport & Spiel, Kultur, Bildung;Family Care & Support
115;Familienfez im FEZ-Berlin;Ermäßigter Eintritt für viele Familienaktionen. Berlinpass-Inhaber*innen bitte an der Kasse melden.;www.familienfez.fez-berlin.de;je nach Programm;siehe Homepage;Treptow-Köpenick;Familie, Sport & Spiel, Kultur, Bildung;Sport & Health
115;Familienfez im FEZ-Berlin;Ermäßigter Eintritt für viele Familienaktionen. Berlinpass-Inhaber*innen bitte an der Kasse melden.;www.familienfez.fez-berlin.de;je nach Programm;siehe Homepage;Treptow-Köpenick;Familie, Sport & Spiel, Kultur, Bildung;Work & Education
469;Feuerwehrmuseum;Ermäßigter Eintritt;www.feuerwehrmuseum-berlin.de;bis November geschlossen;2,50 Euro (statt 5 Euro);Reinickendorf;Kultur, Museum & Ausstellung, Bildung, Geschichte, Technik;Work & Education
469;Feuerwehrmuseum;Ermäßigter Eintritt;www.feuerwehrmuseum-berlin.de;bis November geschlossen;2,50 Euro (statt 5 Euro);Reinickendorf;Kultur, Museum & Ausstellung, Bildung, Geschichte, Technik;Cultural Activities & Free Time Activities
1084;FEZ-Badesee;Ermäßigter Eintritt. Berlinpass-Inhaber*innen bitte an der Kasse melden.;www.baeder.fez-berlin.de;Mai bis September s. www.fez-berlin.de;www.fez-berlin.de;Treptow-Köpenick;Sport & Spiel, Natur & Erholung, Familie;Sport & Health
1084;FEZ-Badesee;Ermäßigter Eintritt. Berlinpass-Inhaber*innen bitte an der Kasse melden.;www.baeder.fez-berlin.de;Mai bis September s. www.fez-berlin.de;www.fez-berlin.de;Treptow-Köpenick;Sport & Spiel, Natur & Erholung, Familie;Family Care & Support
148;FEZ-Berlin, Berlins beste Ferien;Ermäßigter Eintritt für Ferienevents. Dieser entfällt für Schüler*innen, wenn die Schule das Bildungs- und Teilhabepaket in Anspruch nehmen kann. Berlinpass-Inhaber*innen bitte an der Kasse melden.;www.ferienfez.fez-berlin.de;nach Programm, www.ferienfez.fez-berlin.de;siehe Homepage;Treptow-Köpenick;Sport & Spiel, Kultur, Familie;Sport & Health
148;FEZ-Berlin, Berlins beste Ferien;Ermäßigter Eintritt für Ferienevents. Dieser entfällt für Schüler*innen, wenn die Schule das Bildungs- und Teilhabepaket in Anspruch nehmen kann. Berlinpass-Inhaber*innen bitte an der Kasse melden.;www.ferienfez.fez-berlin.de;nach Programm, www.ferienfez.fez-berlin.de;siehe Homepage;Treptow-Köpenick;Sport & Spiel, Kultur, Familie;Work & Education
148;FEZ-Berlin, Berlins beste Ferien;Ermäßigter Eintritt für Ferienevents. Dieser entfällt für Schüler*innen, wenn die Schule das Bildungs- und Teilhabepaket in Anspruch nehmen kann. Berlinpass-Inhaber*innen bitte an der Kasse melden.;www.ferienfez.fez-berlin.de;nach Programm, www.ferienfez.fez-berlin.de;siehe Homepage;Treptow-Köpenick;Sport & Spiel, Kultur, Familie;Family Care & Support
1087;FEZ-Schwimmhalle;Ermäßigter Eintritt.  Berlinpass-Inhaber*innen bitte an der Kasse melden.;www.baeder.fez-berlin.de;Öffnungszeiten: www.fez-berlin.de;3,50 Euro;Treptow-Köpenick;Sport & Spiel, Natur & Erholung, Familie;Sport & Health
1087;FEZ-Schwimmhalle;Ermäßigter Eintritt.  Berlinpass-Inhaber*innen bitte an der Kasse melden.;www.baeder.fez-berlin.de;Öffnungszeiten: www.fez-berlin.de;3,50 Euro;Treptow-Köpenick;Sport & Spiel, Natur & Erholung, Familie;Family Care & Support
475;FHXB Friedrichshain-Kreuzberg Museum;Eintritt frei für alle Besucher*innen;www.fhxb-museum.de;-;-;Friedrichshain-Kreuzberg;Kultur, Museum & Ausstellung, Bildung, Geschichte;Work & Education
475;FHXB Friedrichshain-Kreuzberg Museum;Eintritt frei für alle Besucher*innen;www.fhxb-museum.de;-;-;Friedrichshain-Kreuzberg;Kultur, Museum & Ausstellung, Bildung, Geschichte;Cultural Activities & Free Time Activities
772;Figurentheater Grashüpfer;ermäßigter Eintritt für Erwachsene;www.theater-grashuepfer.de;-;siehe Homepage;Treptow-Köpenick;Kultur, Theater, Familie;Work & Education
772;Figurentheater Grashüpfer;ermäßigter Eintritt für Erwachsene;www.theater-grashuepfer.de;-;siehe Homepage;Treptow-Köpenick;Kultur, Theater, Familie;Cultural Activities & Free Time Activities
772;Figurentheater Grashüpfer;ermäßigter Eintritt für Erwachsene;www.theater-grashuepfer.de;-;siehe Homepage;Treptow-Köpenick;Kultur, Theater, Familie;Family Care & Support
292;filmkunst 66;ermäßigter Eintritt;http://filmkunst66.de/index.php?id=76&no_cache=1;-;"Berlinpass-Inhaber*innen erhalten Mo-Mi, Fr und Sonntag bei Vorlage des Berlinpasses eine Ermäßigung von 1,00 Euro auf die regulären Preise; diese sind: Mo-Mi 8,00 Euro, Fr-So 9,00 Euro, an Feiertagen 9,00 Euro.";Charlottenburg-Wilmersdorf;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
292;filmkunst 66;ermäßigter Eintritt;http://filmkunst66.de/index.php?id=76&no_cache=1;-;"Berlinpass-Inhaber*innen erhalten Mo-Mi, Fr und Sonntag bei Vorlage des Berlinpasses eine Ermäßigung von 1,00 Euro auf die regulären Preise; diese sind: Mo-Mi 8,00 Euro, Fr-So 9,00 Euro, an Feiertagen 9,00 Euro.";Charlottenburg-Wilmersdorf;Kino, Kultur, Familie;Work & Education
292;filmkunst 66;ermäßigter Eintritt;http://filmkunst66.de/index.php?id=76&no_cache=1;-;"Berlinpass-Inhaber*innen erhalten Mo-Mi, Fr und Sonntag bei Vorlage des Berlinpasses eine Ermäßigung von 1,00 Euro auf die regulären Preise; diese sind: Mo-Mi 8,00 Euro, Fr-So 9,00 Euro, an Feiertagen 9,00 Euro.";Charlottenburg-Wilmersdorf;Kino, Kultur, Familie;Family Care & Support
211;Filmtheater am Friedrichshain;ermäßigter Eintritt;http://www.yorck.de/site/kinos/preise;-;An den Yorck-Kinokassen gilt von Montag bis Donnerstag ganztags und Freitag für alle regulären Kinovorstellungen mit Beginn bis 18 Uhr ein Preis in Höhe von 6,50 Euro (einschließlich der gültigen Überlängenzuschläge). Das Angebot ist nicht gültig an Feiertagen und in Sondervorstellungen wie Previews, Klassikübertragungen etc. In allen übrigen Vorführungen gilt weiterhin der ermäßigte Eintrittspreis.;Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
211;Filmtheater am Friedrichshain;ermäßigter Eintritt;http://www.yorck.de/site/kinos/preise;-;An den Yorck-Kinokassen gilt von Montag bis Donnerstag ganztags und Freitag für alle regulären Kinovorstellungen mit Beginn bis 18 Uhr ein Preis in Höhe von 6,50 Euro (einschließlich der gültigen Überlängenzuschläge). Das Angebot ist nicht gültig an Feiertagen und in Sondervorstellungen wie Previews, Klassikübertragungen etc. In allen übrigen Vorführungen gilt weiterhin der ermäßigte Eintrittspreis.;Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Work & Education
211;Filmtheater am Friedrichshain;ermäßigter Eintritt;http://www.yorck.de/site/kinos/preise;-;An den Yorck-Kinokassen gilt von Montag bis Donnerstag ganztags und Freitag für alle regulären Kinovorstellungen mit Beginn bis 18 Uhr ein Preis in Höhe von 6,50 Euro (einschließlich der gültigen Überlängenzuschläge). Das Angebot ist nicht gültig an Feiertagen und in Sondervorstellungen wie Previews, Klassikübertragungen etc. In allen übrigen Vorführungen gilt weiterhin der ermäßigte Eintrittspreis.;Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Family Care & Support
532;Forum Willy Brandt Berlin;freier Eintritt für alle Besucher*innen;www.willy-brandt.de/forum-berlin.html;-;freier Eintritt;Friedrichshain-Kreuzberg;Kultur, Bildung, Museum & Ausstellung, Geschichte;Work & Education
532;Forum Willy Brandt Berlin;freier Eintritt für alle Besucher*innen;www.willy-brandt.de/forum-berlin.html;-;freier Eintritt;Friedrichshain-Kreuzberg;Kultur, Bildung, Museum & Ausstellung, Geschichte;Cultural Activities & Free Time Activities
679;Freilichtmuseum Domäne Dahlem;Gutshof und Freigelände sind außerhalb der Marktfeste und Events ohne Eintritt zugänglich. Ermäßigter Eintritt für den Museumsbesuch und die Marktfeste.;www.domaene-dahlem.de;-;3 Euro Museum, Marktfeste wechselnd (s. Webseite/Veranstaltungskalender);Steglitz-Zehlendorf;Kultur, Museum & Ausstellung, Natur & Erholung, Familie, Gesundheit;Work & Education
679;Freilichtmuseum Domäne Dahlem;Gutshof und Freigelände sind außerhalb der Marktfeste und Events ohne Eintritt zugänglich. Ermäßigter Eintritt für den Museumsbesuch und die Marktfeste.;www.domaene-dahlem.de;-;3 Euro Museum, Marktfeste wechselnd (s. Webseite/Veranstaltungskalender);Steglitz-Zehlendorf;Kultur, Museum & Ausstellung, Natur & Erholung, Familie, Gesundheit;Cultural Activities & Free Time Activities
679;Freilichtmuseum Domäne Dahlem;Gutshof und Freigelände sind außerhalb der Marktfeste und Events ohne Eintritt zugänglich. Ermäßigter Eintritt für den Museumsbesuch und die Marktfeste.;www.domaene-dahlem.de;-;3 Euro Museum, Marktfeste wechselnd (s. Webseite/Veranstaltungskalender);Steglitz-Zehlendorf;Kultur, Museum & Ausstellung, Natur & Erholung, Familie, Gesundheit;Sport & Health
679;Freilichtmuseum Domäne Dahlem;Gutshof und Freigelände sind außerhalb der Marktfeste und Events ohne Eintritt zugänglich. Ermäßigter Eintritt für den Museumsbesuch und die Marktfeste.;www.domaene-dahlem.de;-;3 Euro Museum, Marktfeste wechselnd (s. Webseite/Veranstaltungskalender);Steglitz-Zehlendorf;Kultur, Museum & Ausstellung, Natur & Erholung, Familie, Gesundheit;Family Care & Support
232;Freiluftkino Hasenheide;Zuschläge für Überlängen, Festivals, Premieren entfallen. Es gibt keine Ausschlusstage. Gilt nicht für Fremdveranstaltungen.;NA;-;4 Euro;Neukölln;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
232;Freiluftkino Hasenheide;Zuschläge für Überlängen, Festivals, Premieren entfallen. Es gibt keine Ausschlusstage. Gilt nicht für Fremdveranstaltungen.;NA;-;4 Euro;Neukölln;Kino, Kultur, Familie;Work & Education
232;Freiluftkino Hasenheide;Zuschläge für Überlängen, Festivals, Premieren entfallen. Es gibt keine Ausschlusstage. Gilt nicht für Fremdveranstaltungen.;NA;-;4 Euro;Neukölln;Kino, Kultur, Familie;Family Care & Support
199;Freiluftkino Kreuzberg;ermäßigter Eintritt;www.freiluftkino-berlin.de;Saison von Mai bis September, Reservierungen nicht notwendig;5 Euro;Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
199;Freiluftkino Kreuzberg;ermäßigter Eintritt;www.freiluftkino-berlin.de;Saison von Mai bis September, Reservierungen nicht notwendig;5 Euro;Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Work & Education
199;Freiluftkino Kreuzberg;ermäßigter Eintritt;www.freiluftkino-berlin.de;Saison von Mai bis September, Reservierungen nicht notwendig;5 Euro;Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Family Care & Support
220;Freiluftkino Rehberge;ermäßigter Eintritt;www.freiluftkino-berlin.de;Saison von Mai bis September, Reservierungen nicht notwendig;5 Euro;Mitte;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
220;Freiluftkino Rehberge;ermäßigter Eintritt;www.freiluftkino-berlin.de;Saison von Mai bis September, Reservierungen nicht notwendig;5 Euro;Mitte;Kino, Kultur, Familie;Work & Education
220;Freiluftkino Rehberge;ermäßigter Eintritt;www.freiluftkino-berlin.de;Saison von Mai bis September, Reservierungen nicht notwendig;5 Euro;Mitte;Kino, Kultur, Familie;Family Care & Support
43;Frieda-Beratungszentrum für Frauen;Kostenlose Nutzung aller Beratungen, Gruppen und Abendveranstaltungen,Workshops, Lesungen,Filmabend, Ausstellungseröffnungen;www.frieda-frauenzentrum.de;-;-;Friedrichshain-Kreuzberg;Bildung, Familie, Beratung;Work & Education
43;Frieda-Beratungszentrum für Frauen;Kostenlose Nutzung aller Beratungen, Gruppen und Abendveranstaltungen,Workshops, Lesungen,Filmabend, Ausstellungseröffnungen;www.frieda-frauenzentrum.de;-;-;Friedrichshain-Kreuzberg;Bildung, Familie, Beratung;Family Care & Support
688;Friedrichstadt-Palast;Ticket für 3 Euro nach Verfügbarkeit;http://www.palast.berlin;Bei entsprechender Verfügbarkeit können ab 2 Wochen vor der Vorstellung Karten auch im Vorverkauf gebucht werden (Tel. 030-2326 2326). Ausgenommen sind Sonderveranstaltungen und Veranstaltungen zwischen dem 25.12. und 31.12. Der Berlinpass muss vorgelegt werden.;3 Euro;Mitte;Kultur, Tanz, Theater;Work & Education
688;Friedrichstadt-Palast;Ticket für 3 Euro nach Verfügbarkeit;http://www.palast.berlin;Bei entsprechender Verfügbarkeit können ab 2 Wochen vor der Vorstellung Karten auch im Vorverkauf gebucht werden (Tel. 030-2326 2326). Ausgenommen sind Sonderveranstaltungen und Veranstaltungen zwischen dem 25.12. und 31.12. Der Berlinpass muss vorgelegt werden.;3 Euro;Mitte;Kultur, Tanz, Theater;Sport & Health
688;Friedrichstadt-Palast;Ticket für 3 Euro nach Verfügbarkeit;http://www.palast.berlin;Bei entsprechender Verfügbarkeit können ab 2 Wochen vor der Vorstellung Karten auch im Vorverkauf gebucht werden (Tel. 030-2326 2326). Ausgenommen sind Sonderveranstaltungen und Veranstaltungen zwischen dem 25.12. und 31.12. Der Berlinpass muss vorgelegt werden.;3 Euro;Mitte;Kultur, Tanz, Theater;Cultural Activities & Free Time Activities
262;fsk Kino am Oranienplatz;ermäßigter Eintritt;https://fsk-kino.peripherfilm.de;keine;6,50 Euro  (regulärer Preis 8 Euro, ermäßigt 7 Euro);Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
262;fsk Kino am Oranienplatz;ermäßigter Eintritt;https://fsk-kino.peripherfilm.de;keine;6,50 Euro  (regulärer Preis 8 Euro, ermäßigt 7 Euro);Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Work & Education
262;fsk Kino am Oranienplatz;ermäßigter Eintritt;https://fsk-kino.peripherfilm.de;keine;6,50 Euro  (regulärer Preis 8 Euro, ermäßigt 7 Euro);Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Family Care & Support
979;Füchse Berlin;Ermäßigter Eintritt bei Handball-Heimspielen. Aktuell coronabedingt keine Veranstaltungen.;www.fuechse-berlin.de;Coronabedingt für 2021 kein Angebot;-;Reinickendorf;Sport & Spiel, Familie;Sport & Health
979;Füchse Berlin;Ermäßigter Eintritt bei Handball-Heimspielen. Aktuell coronabedingt keine Veranstaltungen.;www.fuechse-berlin.de;Coronabedingt für 2021 kein Angebot;-;Reinickendorf;Sport & Spiel, Familie;Family Care & Support
313;Galerie Neurotitan;freier Eintritt, 1  Euro Spende erwünscht;www.neurotitan.de;-;freier Eintritt;Mitte;Kultur, Museum & Ausstellung, Kunst;Work & Education
313;Galerie Neurotitan;freier Eintritt, 1  Euro Spende erwünscht;www.neurotitan.de;-;freier Eintritt;Mitte;Kultur, Museum & Ausstellung, Kunst;Cultural Activities & Free Time Activities
400;Galerie Parterre Berlin;Kostenloser Eintritt zu Ausstellungen und Veranstaltungen bei Vorlage des Berlinpasses. Bei Angebot kostenlose Führungen nach Rücksprache.;http://www.berlin.de/ba-pankow/kunstundkultur/galerie-parterre/;-;-;Pankow;Kultur, Museum & Ausstellung, Bildung;Work & Education
400;Galerie Parterre Berlin;Kostenloser Eintritt zu Ausstellungen und Veranstaltungen bei Vorlage des Berlinpasses. Bei Angebot kostenlose Führungen nach Rücksprache.;http://www.berlin.de/ba-pankow/kunstundkultur/galerie-parterre/;-;-;Pankow;Kultur, Museum & Ausstellung, Bildung;Cultural Activities & Free Time Activities
142;Gärten der Welt;ermäßigter Eintritt, ausgenommen Sonderveranstaltungen;www.gaertenderwelt.de;-;1. März - 31. Oktober: 3 Euro, 1. November - 28./29. Februar: 2 Euro;Marzahn-Hellersdorf;Natur & Erholung, Familie, Kultur;Sport & Health
142;Gärten der Welt;ermäßigter Eintritt, ausgenommen Sonderveranstaltungen;www.gaertenderwelt.de;-;1. März - 31. Oktober: 3 Euro, 1. November - 28./29. Februar: 2 Euro;Marzahn-Hellersdorf;Natur & Erholung, Familie, Kultur;Family Care & Support
142;Gärten der Welt;ermäßigter Eintritt, ausgenommen Sonderveranstaltungen;www.gaertenderwelt.de;-;1. März - 31. Oktober: 3 Euro, 1. November - 28./29. Februar: 2 Euro;Marzahn-Hellersdorf;Natur & Erholung, Familie, Kultur;Work & Education
598;Gedenkstätte Berliner Mauer;freier Eintritt;www.berliner-mauer-gedenkstaette.de;-;freier Eintritt;Mitte;Kultur, Museum & Ausstellung, Geschichte, Bildung;Work & Education
598;Gedenkstätte Berliner Mauer;freier Eintritt;www.berliner-mauer-gedenkstaette.de;-;freier Eintritt;Mitte;Kultur, Museum & Ausstellung, Geschichte, Bildung;Cultural Activities & Free Time Activities
547;Gedenkstätte Deutscher Widerstand;freier Eintritt für alle Besucher*innen;www.gdw-berlin.de;-;freier Eintritt;Mitte;Kultur, Museum & Ausstellung, Bildung, Geschichte;Work & Education
547;Gedenkstätte Deutscher Widerstand;freier Eintritt für alle Besucher*innen;www.gdw-berlin.de;-;freier Eintritt;Mitte;Kultur, Museum & Ausstellung, Bildung, Geschichte;Cultural Activities & Free Time Activities
595;Gedenkstätte Hohenschönhausen;Ermäßigter Eintritt für geführten Rundgang durch die historischen Bereiche der Gedenkstätte. Der Besuch der Dauerausstellung „Inhaftiert in Hohenschönhausen“ ist kostenfrei.;http://www.stiftung-hsh.de/;-;3 Euro (für einen geführten Rundgang durch die historischen Bereiche der Gedenkstätte);Lichtenberg;Kultur, Museum & Ausstellung, Geschichte, Bildung;Work & Education
595;Gedenkstätte Hohenschönhausen;Ermäßigter Eintritt für geführten Rundgang durch die historischen Bereiche der Gedenkstätte. Der Besuch der Dauerausstellung „Inhaftiert in Hohenschönhausen“ ist kostenfrei.;http://www.stiftung-hsh.de/;-;3 Euro (für einen geführten Rundgang durch die historischen Bereiche der Gedenkstätte);Lichtenberg;Kultur, Museum & Ausstellung, Geschichte, Bildung;Cultural Activities & Free Time Activities
529;Gedenkstätte Plötzensee;freier Eintritt für alle Besucher*innen;www.gedenkstaette-ploetzensee.de/;-;freier Eintritt;Charlottenburg-Wilmersdorf;Kultur, Museum & Ausstellung, Bildung, Geschichte;Work & Education
529;Gedenkstätte Plötzensee;freier Eintritt für alle Besucher*innen;www.gedenkstaette-ploetzensee.de/;-;freier Eintritt;Charlottenburg-Wilmersdorf;Kultur, Museum & Ausstellung, Bildung, Geschichte;Cultural Activities & Free Time Activities
550;Gedenkstätte Stille Helden;freier Eintritt für alle Besucher*innen;www.gedenkstaette-stille-helden.de/;-;freier Eintritt;Mitte;Kultur, Museum & Ausstellung, Bildung, Geschichte;Work & Education
550;Gedenkstätte Stille Helden;freier Eintritt für alle Besucher*innen;www.gedenkstaette-stille-helden.de/;-;freier Eintritt;Mitte;Kultur, Museum & Ausstellung, Bildung, Geschichte;Cultural Activities & Free Time Activities
559;Gedenkstätte und Museum Sachsenhausen;freier Eintritt für alle Besucher*innen;www.stiftung-bg.de/gums/de/index.htm;-;freier Eintritt;Oranienburg;Kultur, Museum & Ausstellung, Bildung, Geschichte;Work & Education
559;Gedenkstätte und Museum Sachsenhausen;freier Eintritt für alle Besucher*innen;www.stiftung-bg.de/gums/de/index.htm;-;freier Eintritt;Oranienburg;Kultur, Museum & Ausstellung, Bildung, Geschichte;Cultural Activities & Free Time Activities
616;Gemäldegalerie;freier Eintritt;http://www.smb.museum/gg;-;freier Eintritt;Tempelhof-Schöneberg;Kultur, Museum & Ausstellung, Bildung, Kunst;Work & Education
616;Gemäldegalerie;freier Eintritt;http://www.smb.museum/gg;-;freier Eintritt;Tempelhof-Schöneberg;Kultur, Museum & Ausstellung, Bildung, Kunst;Cultural Activities & Free Time Activities
910;Georg Kolbe Museum;ermäßigter Eintritt | Eintritt frei für alle Kinder und Jugendlichen bis 18 Jahre;http://www.georg-kolbe-museum.de/besuch/;-;5 Euro;Charlottenburg-Wilmersdorf;Museum & Ausstellung, Kultur, Bildung, Kunst;Cultural Activities & Free Time Activities
910;Georg Kolbe Museum;ermäßigter Eintritt | Eintritt frei für alle Kinder und Jugendlichen bis 18 Jahre;http://www.georg-kolbe-museum.de/besuch/;-;5 Euro;Charlottenburg-Wilmersdorf;Museum & Ausstellung, Kultur, Bildung, Kunst;Work & Education
874;Graphothek Berlin;Bilder zum Ausleihen;http://www.graphothek-berlin.de/;-;Ermäßigung von 50 % auf die Jahreskarte;Reinickendorf;Kultur, Museum & Ausstellung, Kunst;Work & Education
874;Graphothek Berlin;Bilder zum Ausleihen;http://www.graphothek-berlin.de/;-;Ermäßigung von 50 % auf die Jahreskarte;Reinickendorf;Kultur, Museum & Ausstellung, Kunst;Cultural Activities & Free Time Activities
751;Grips Theater GmbH;"""3 Euro Ticket""";www.grips-theater.de;"""3 Euro Tickets"" sind an der Abendkasse erhältlich. Reservierungen sind nur für Vorbestellungen am selben Tag telefonisch unter 030 - 397474-77 möglich.";-;Mitte;Kultur, Theater, Familie;Work & Education
751;Grips Theater GmbH;"""3 Euro Ticket""";www.grips-theater.de;"""3 Euro Tickets"" sind an der Abendkasse erhältlich. Reservierungen sind nur für Vorbestellungen am selben Tag telefonisch unter 030 - 397474-77 möglich.";-;Mitte;Kultur, Theater, Familie;Cultural Activities & Free Time Activities
751;Grips Theater GmbH;"""3 Euro Ticket""";www.grips-theater.de;"""3 Euro Tickets"" sind an der Abendkasse erhältlich. Reservierungen sind nur für Vorbestellungen am selben Tag telefonisch unter 030 - 397474-77 möglich.";-;Mitte;Kultur, Theater, Familie;Family Care & Support
901;Gropius Bau;Vielseitiges Ausstellungsprogramm in Zusammenarbeit mit unterschiedlichen Partnern;www.gropiusbau.de;ab 1.8.2020 Mittwoch bis Montag 10-19 Uhr, Dienstag geschlossen. Die Kasse schließt um 18.30 Uhr.;Ermäßigter Eintritt. Zum Schutz der Besucher*innen und Mitarbeiter*innen des Gropius Bau wurden umfassende Hygienevorkehrungen getroffen und der Zugang zu den Ausstellungen limitiert. Es wurden Zeitfenster für Besuch eingerichtet. Wir bitten alle Besucher*innen, die Ausstellungstickets vorab in unserem Onlineshop (www.gropiusbau.de/tickets) zu erwerben.;Friedrichshain-Kreuzberg;Museum & Ausstellung, Kultur, Bildung, Kunst;Cultural Activities & Free Time Activities
901;Gropius Bau;Vielseitiges Ausstellungsprogramm in Zusammenarbeit mit unterschiedlichen Partnern;www.gropiusbau.de;ab 1.8.2020 Mittwoch bis Montag 10-19 Uhr, Dienstag geschlossen. Die Kasse schließt um 18.30 Uhr.;Ermäßigter Eintritt. Zum Schutz der Besucher*innen und Mitarbeiter*innen des Gropius Bau wurden umfassende Hygienevorkehrungen getroffen und der Zugang zu den Ausstellungen limitiert. Es wurden Zeitfenster für Besuch eingerichtet. Wir bitten alle Besucher*innen, die Ausstellungstickets vorab in unserem Onlineshop (www.gropiusbau.de/tickets) zu erwerben.;Friedrichshain-Kreuzberg;Museum & Ausstellung, Kultur, Bildung, Kunst;Work & Education
916;Grünauer Wassersportmuseum;freier Eintritt für alle Besucher*innen;www.wassersportmuseum-gruenau.de;-;freier Eintritt;Treptow-Köpenick;Museum & Ausstellung, Sport & Spiel, Bildung;Cultural Activities & Free Time Activities
916;Grünauer Wassersportmuseum;freier Eintritt für alle Besucher*innen;www.wassersportmuseum-gruenau.de;-;freier Eintritt;Treptow-Köpenick;Museum & Ausstellung, Sport & Spiel, Bildung;Sport & Health
916;Grünauer Wassersportmuseum;freier Eintritt für alle Besucher*innen;www.wassersportmuseum-gruenau.de;-;freier Eintritt;Treptow-Köpenick;Museum & Ausstellung, Sport & Spiel, Bildung;Work & Education
310;GSC GameScienceCenter GmbH;ermäßigter Eintritt für Erwachsene;www.gamesciencecenter.de;-;8 Euro;Friedrichshain-Kreuzberg;Kultur, Museum & Ausstellung, Familie;Work & Education
310;GSC GameScienceCenter GmbH;ermäßigter Eintritt für Erwachsene;www.gamesciencecenter.de;-;8 Euro;Friedrichshain-Kreuzberg;Kultur, Museum & Ausstellung, Familie;Cultural Activities & Free Time Activities
